name,f_pct,raw,smiles
Clorazepic acid,91.0,"clorazepate is a prodrug for nordiazepam, and this conversion occurs almost entirely before entering systemic circulatio",O=C(O)C1N=C(c2ccccc2)c2cc(Cl)ccc2NC1=O
Mitotane,40.0,the bioavailability of mitotane following oral administration is 40%.[l49570],Clc1ccc(C(c2ccccc2Cl)C(Cl)Cl)cc1
Leucovorin,97.0,"following oral administration, leucovorin is rapidly absorbed. the apparent bioavailability of leucovorin was 97% for 25",Nc1nc2c(c(=O)[nH]1)N(C=O)C(CNc1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1)CN2
Trazodone,91.0,"trazodone is rapidly absorbed in the gastrointestinal tract after oral administration, with a bioavailability ranging fr",O=c1n(CCCN2CCN(c3cccc(Cl)c3)CC2)nc2ccccn12
Acamprosate,11.0,"acamprosate is absorbed in the gastrointestinal tract. [a229023,a229033] the absolute bioavailability of acamprosate aft",CC(=O)NCCCS(=O)(=O)O
Verapamil,20.0,"more than 90% of orally administered verapamil is absorbed - despite this, bioavailability ranges only from 20% to 30% d",COc1ccc(CCN(C)CCCC(C#N)(c2ccc(OC)c(OC)c2)C(C)C)cc1OC
Sumatriptan,100.0,a 6mg subcutaneous injection of sumatriptan reaches a c<sub>max</sub> of 69.5ng/ml (95% ci  of 62.8-76.9ng/ml) with a t<,CNS(=O)(=O)Cc1ccc2[nH]cc(CCN(C)C)c2c1
Moricizine,38.0,"well absorbed, absorption is complete within 2 to 3 hours. significant first-pass metabolism results in an absolute bioa",CCOC(=O)Nc1ccc2c(c1)N(C(=O)CCN1CCOCC1)c1ccccc1S2
Amphotericin B,100.0,bioavailability is 100% for intravenous infusion.,C[C@@H]1[C@H](O)[C@@H](C)/C=C/C=C/C=C/C=C/C=C/C=C/C=C/[C@H](O[C@@H]2O[C@H](C)[C@@H](O)[C@H](N)[C@@H]2O)C[C@@H]2O[C@](O)(C[C@@H](O)C[C@@H](O)[C@H](O)CC[C@@H](O)C[C@@H](O)CC(=O)O[C@H]1C)C[C@H](O)[C@H]2C(=O)O
Midazolam,50.0,"**intramuscular**  

following im administration of a single 10 mg midazolam dose to healthy subjects, midazolam was a",Cc1ncc2n1-c1ccc(Cl)cc1C(c1ccccc1F)=NC2
Trovafloxacin,88.0,well-absorbed from the gastrointestinal tract after oral administration and does not depend on concomitant food intake. ,N[C@@H]1[C@H]2CN(c3nc4c(cc3F)c(=O)c(C(=O)O)cn4-c3ccc(F)cc3F)C[C@@H]12
Moexipril,13.0,"moexipril is incompletely absorbed, with bioavailability as moexiprilat of about 13% compared to intravenous (i.v.) moex",CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1Cc2cc(OC)c(OC)cc2C[C@H]1C(=O)O
Tizanidine,40.0,"this drug undergoes significant first-pass metabolism. after the administration of an oral dose, tizanidine is mostly ab",Clc1ccc2nsnc2c1NC1=NCCN1
Naltrexone,40.0,"although well absorbed orally, naltrexone is subject to significant first pass metabolism with oral bioavailability esti",O=C1CC[C@@]2(O)[C@H]3Cc4ccc(O)c5c4[C@@]2(CCN3CC2CC2)[C@H]1O5
Tamsulosin,30.0,oral tamsulosin is 90% absorbed in fasted patients.[label] the area under the curve is 151-199ng/ml\*hr for a 0.4mg oral,CCOc1ccccc1OCCN[C@H](C)Cc1ccc(OC)c(S(N)(=O)=O)c1
Sufentanil,52.0,"bioavailability of a single sublingual tablet was 52%, decreasing to 35% with repeat dosing [a39629].

after epidural ",CCC(=O)N(c1ccccc1)C1(COC)CCN(CCc2cccs2)CC1
Lamivudine,86.0,lamivudine was rapidly absorbed after oral administration in hiv-infected patients. absolute bioavailability in 12 adult,Nc1ccn([C@@H]2CS[C@H](CO)O2)c(=O)n1
Paroxetine,60.0,"paroxetine is readily absorbed from the gastrointestinal tract. due to the first-pass metabolism, the bioavailability ra",Fc1ccc([C@@H]2CCNC[C@H]2COc2ccc3c(c2)OCO3)cc1
Norethisterone,64.0,the c<sub>max</sub> of norethisterone following oral administration of a single dose ranges from 5.39 to 7.36 ng/ml with,C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3CC[C@@]21C
Adefovir dipivoxil,59.0,the approximate oral bioavailability of adefovir from hepsera is 59%. when a single oral 10 mg dose is given to chronic ,CC(C)(C)C(=O)OCOP(=O)(COCCn1cnc2c(N)ncnc21)OCOC(=O)C(C)(C)C
Clodronic acid,2.0,oral clodronic acid has a bioavailability of 1-2%.[a203378] a 200mg intravenous dose reaches a c<sub>max</sub> of 16.1mg,O=P(O)(O)C(Cl)(Cl)P(=O)(O)O
Nitroglycerin,40.0,nitroglycerin is rapidly absorbed and is often used in emergency situations for this reason.[a249970] after a sublingual,O=[N+]([O-])OCC(CO[N+](=O)[O-])O[N+](=O)[O-]
Nateglinide,73.0,"rapidly absorbed following oral administration prior to a meal, absolute bioavailability is estimated to be approximatel",CC(C)[C@H]1CC[C@H](C(=O)N[C@H](Cc2ccccc2)C(=O)O)CC1
Risperidone,70.0,well absorbed. the absolute oral bioavailability of risperidone is 70% (cv=25%). the relative oral bioavailability of ri,Cc1nc2n(c(=O)c1CCN1CCC(c3noc4cc(F)ccc34)CC1)CCCC2
Esomeprazole,90.0,"after oral administration, peak plasma levels (cmax) occur at approximately 1.5 hours (tmax). the cmax increases proport",COc1ccc2[nH]c([S@@](=O)Cc3ncc(C)c(OC)c3C)nc2c1
Riluzole,60.0,"riluzole is well-absorbed (approximately 90%), with average absolute oral bioavailability of about 60% (cv=30%). a high ",Nc1nc2ccc(OC(F)(F)F)cc2s1
Scopolamine,1.0,the pharmacokinetics of scopolamine differ substantially between different dosage routes. oral administration of 0.5 mg ,CN1[C@@H]2C[C@@H](OC(=O)[C@H](CO)c3ccccc3)C[C@H]1[C@@H]1O[C@@H]12
Epinastine,40.0,the absolute bioavailability of epinastine is about 40%.,NC1=NCC2c3ccccc3Cc3ccccc3N12
Tretinoin,50.0,tretinoin applied topically is expected to remain on the stratum corneum and undergo minimal systemic absorption.[a25768,CC1=C(/C=C/C(C)=C/C=C/C(C)=C/C(=O)O)C(C)(C)CCC1
Tetracycline,40.0,"bioavailability is less than 40% when administered via intramuscular injection, 100% intravenously, and 60-80% orally (f",CN(C)[C@@H]1C(O)=C(C(N)=O)C(=O)[C@@]2(O)C(O)=C3C(=O)c4c(O)cccc4[C@@](C)(O)[C@H]3C[C@@H]12
Clavulanic acid,64.0,"clavulanic acid, when taken orally, is well absorbed in the gastrointestinal tract.  after administration of radiolabele",O=C(O)[C@H]1/C(=C/CO)O[C@@H]2CC(=O)N21
Etoposide,50.0,"absorbed well, time to peak plasma concentration is 1-1.5 hrs. mean bioavailability is 50% (range of 25% - 75%). cmax an",COc1cc([C@@H]2c3cc4c(cc3[C@@H](O[C@@H]3O[C@@H]5CO[C@@H](C)O[C@H]5[C@H](O)[C@H]3O)[C@H]3COC(=O)[C@H]23)OCO4)cc(OC)c1O
Nalidixic acid,96.0,"following oral administration, nalidixic acid is rapidly absorbed from the gastrointestinal tract. bioavailability is ap",CCn1cc(C(=O)O)c(=O)c2ccc(C)nc21
Acyclovir,20.0,the oral bioavailability of acyclovir is 10-20% but decreases with increasing doses.[l7315] acyclovir ointment is <0.02-,Nc1nc(=O)c2ncn(COCCO)c2[nH]1
Perindopril,20.0,rapidly absorbed with peak plasma concentrations occurring approximately 1 hour after oral administration. bioavailabili,CCC[C@H](N[C@@H](C)C(=O)N1[C@H](C(=O)O)C[C@@H]2CCCC[C@@H]21)C(=O)OCC
Pentoxifylline,30.0,oral pentoxifylline (ptx) is almost completely absorbed but has low bioavailability of 20-30% due to extensive first-pas,CC(=O)CCCCn1c(=O)c2c(ncn2C)n(C)c1=O
Ribavirin,64.0,ribavirin is reported to be rapidly and extensively absorbed following oral administration. the average time to reach cm,NC(=O)c1ncn([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)n1
Meloxicam,89.0,the absolute bioavailability oral capsules after a dose was 89% in one pharmacokinetic study. cmax was reached 5–6 hours,Cc1cnc(NC(=O)C2=C(O)c3ccccc3S(=O)(=O)N2C)s1
Orciprenaline,40.0,3% (oral bioavailability of 40%),CC(C)NCC(O)c1cc(O)cc(O)c1
Fosfomycin,58.0,"fosfomycin is a low molecular weight and hydrophilic drug. when administered orally, fosfomycin is rapidly absorbed in t",C[C@@H]1O[C@@H]1P(=O)(O)O
Mifepristone,69.0,the absolute bioavailability of a 20 mg oral dose is 69%,CC#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CCC4=C3[C@@H](c3ccc(N(C)C)cc3)C[C@@]21C
Loperamide,1.0,"loperamide is well absorbed from the gastrointestinal tract; however, it undergoes extensive first-pass metabolism to fo",CN(C)C(=O)C(CCN1CCC(O)(c2ccc(Cl)cc2)CC1)(c1ccccc1)c1ccccc1
Progabide,60.0,well absorbed with a bioavailability of 60%,N=C(O)CCCN=C(c1ccc(Cl)cc1)c1cc(F)ccc1O
Donepezil,100.0,donepezil is slowly absorbed via the gastrointestinal tract after oral administration. tmax is 3 to 4 hours with a bioav,COc1cc2c(cc1OC)C(=O)C(CC1CCN(Cc3ccccc3)CC1)C2
Nalbuphine,81.0,"the mean absolute bioavailability was 81% and 83% for the 10 and 20 mg intramuscular doses, respectively, and 79% and 76",Oc1ccc2c3c1O[C@H]1[C@@H](O)CC[C@@]4(O)[C@@H](C2)N(CC2CCC2)CC[C@]314
Perphenazine,40.0,absolute bioavailability is 40% following oral administration.,OCCN1CCN(CCCN2c3ccccc3Sc3ccc(Cl)cc32)CC1
Aminolevulinic acid,60.0,"oral bioavailability is 50-60%.
### **topical gel**
pharmacokinetics (pk) of aminolevulinic acid (ala) and ppix was ev",NCC(=O)CCC(=O)O
Diflunisal,90.0,"rapidly and completely absorbed following oral administration, with a bioavailability of 80-90%. peak plasma concentrati",O=C(O)c1cc(-c2ccc(F)cc2F)ccc1O
Vardenafil,15.0,"over the recommended dose range, vardenafil has a dose-proportional pharmacokinetics profile. in healthy male volunteers",CCCc1nc(C)c2c(=O)nc(-c3cc(S(=O)(=O)N4CCN(CC)CC4)ccc3OCC)[nH]n12
Ranitidine,50.0,"ranitidine is rapidly absorbed with peak concentrations reached within 1-3 hours after administration, and varying great",CNC(=C[N+](=O)[O-])NCCSCc1ccc(CN(C)C)o1
Terbutaline,15.0,"a 0.5 mg subcutaneous dose of terbutaline reaches a mean c<sub>max</sub> of 9.6 ± ng/ml, with a median t<sub>max</sub> o",CC(C)(C)NCC(O)c1cc(O)cc(O)c1
Flupentixol,40.0,"following oral administration, flupentixol is readily absorbed from the gastrointestinal tract, with oral bioavailabilit",OCCN1CCN(CC/C=C2/c3ccccc3Sc3ccc(C(F)(F)F)cc32)CC1
Emtricitabine,93.0,"emtricitabine reaches a c<sub>max</sub> of 1.8±0.7µg/ml with a t<sub>max</sub> of 1-2 hours, and has an auc of 10±3.1µg\",Nc1nc(=O)n([C@@H]2CS[C@H](CO)O2)cc1F
Isosorbide dinitrate,25.0,"absorption of isosorbide dinitrate after oral dosing is nearly complete, but bioavailability is highly variable (10% to ",O=[N+]([O-])O[C@H]1CO[C@H]2[C@@H]1OC[C@H]2O[N+](=O)[O-]
Omapatrilat,20.0,the absolute oral bioavailability of omapatrilat is 20% to 30% and the absorption is not affected by food intake.,O=C(N[C@H]1CCS[C@H]2CCC[C@@H](C(=O)O)N2C1=O)[C@@H](S)Cc1ccccc1
Granisetron,60.0,"absorption of is rapid and complete, though oral bioavailability is reduced to about 60% as a result of first pass metab",CN1[C@@H]2CCC[C@H]1C[C@@H](NC(=O)c1nn(C)c3ccccc13)C2
Triazolam,44.0,bioavailability is 44% (oral) and 53% (sublingual).,Cc1nnc2n1-c1ccc(Cl)cc1C(c1ccccc1Cl)=NC2
Didanosine,40.0,rapidly absorbed (bioavailability 30-40%) with peak plasma concentrations appearing within 0.5 and 1.5 hrs.,O=c1nc[nH]c2c1ncn2[C@H]1CC[C@@H](CO)O1
Quinidine,70.0,"the absolute bioavailability of quinidine sulfate is approximately 70%, but it ranges from 45% to 100%. the less-than-co",C=C[C@H]1CN2CC[C@H]1C[C@@H]2[C@@H](O)c1ccnc2ccc(OC)cc12
Zonisamide,95.0,"between 200 and 400 mg, zonisamide follows a dose-proportional pharmacokinetic profile.[l42530,l42535] at concentrations",NS(=O)(=O)Cc1noc2ccccc12
Repaglinide,56.0,rapidly and completely absorbed following oral administration. peak plasma concentrations are observed within 1 hour (ra,CCOc1cc(CC(=O)N[C@@H](CC(C)C)c2ccccc2N2CCCCC2)ccc1C(=O)O
Metronidazole,90.0,"after the intravenous infusion of a 1.5g dose, peak concentration was reached within 1 hour and was peak level of 30-40 ",Cc1ncc([N+](=O)[O-])n1CCO
Ketotifen,50.0,"following oral administration, absorption is relatively quick (with a t<sub>max</sub> of ~3 hours) and nearly complete a",CN1CCC(=C2c3ccccc3CC(=O)c3sccc32)CC1
Famotidine,50.0,"following oral administration, the absorption of famotidine is dose-dependent and incomplete.[a189474] the oral bioavail",NC(N)=Nc1nc(CSCCC(N)=NS(N)(=O)=O)cs1
Meclofenamic acid,26.0,rapidly absorbed in man following single and multiple oral doses with peak plasma concentrations occurring in 0.5 to 2 h,Cc1ccc(Cl)c(Nc2ccccc2C(=O)O)c1Cl
Zalcitabine,80.0,bioavailability is over 80% following oral administration.,Nc1ccn([C@H]2CC[C@@H](CO)O2)c(=O)n1
Phenprocoumon,100.0,bioavailability is close to 100%,CCC(c1ccccc1)c1c(O)c2ccccc2oc1=O
Fexofenadine,33.0,fexofenadine is rapidly absorbed following oral administration and its absolute bioavailability is approximately 33%.[l1,CC(C)(C(=O)O)c1ccc(C(O)CCCN2CCC(C(O)(c3ccccc3)c3ccccc3)CC2)cc1
Rizatriptan,45.0,"rizatriptan is readily absorbed (approximately 90%) following oral administration;[a1460] however, the mean oral absolut",CN(C)CCc1c[nH]c2ccc(Cn3cncn3)cc12
Dirithromycin,10.0,"oral dirithromycin is rapidly absorbed, with an absolute bioavailability of approximately 10%. dietary fat has little or",CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(O)C[C@@H](C)[C@@H]2N[C@@H](COCCOC)O[C@H]([C@H]2C)[C@]1(C)O
Pindolol,92.0,the mean oral bioavailability of pindolol is 87-92%.[l32388] a 5 mg oral dose reaches a c<sub>max</sub> of 33.1 ± 5.2 ng,CC(C)NCC(O)COc1cccc2[nH]ccc12
Telmisartan,42.0,oral telmisartan follows nonlinear pharmacokinetics over the dose range of 20 mg to 160 mg. both c<sub>max</sub> and auc,CCCc1nc2c(C)cc(-c3nc4ccccc4n3C)cc2n1Cc1ccc(-c2ccccc2C(=O)O)cc1
Methyldopa,25.0,methyldopa is incompletely absorbed from the gastrointestinal tract following oral administration.[a231789] in healthy i,C[C@](N)(Cc1ccc(O)c(O)c1)C(=O)O
Telithromycin,57.0,absolute bioavailability is approximately 57%. maximal concentrations are reached 0.5 - 4 hours following oral administr,CC[C@H]1OC(=O)[C@H](C)C(=O)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(OC)C[C@@H](C)C(=O)[C@H](C)[C@H]2N(CCCCn3cnc(-c4cccnc4)c3)C(=O)O[C@]12C
Formoterol,43.0,"the pulmonary bioavailability of formoterol has been estimated to be about 43% of the delivered dose, while the total sy",COc1ccc(CC(C)NCC(O)c2ccc(O)c(NC=O)c2)cc1
Gabapentin,60.0,absorption of gabapentin is thought to occur solely via facilitated transport by the lat1 transporter within the intesti,NCC1(CC(=O)O)CCCCC1
Hydrochlorothiazide,10.0,"an oral dose of hydrochlorothiazide is 65-75% bioavailable, with a t<sub>max</sub> of 1-5 hours, and a c<sub>max</sub> o",NS(=O)(=O)c1cc2c(cc1Cl)NCNS2(=O)=O
Ganciclovir,5.0,poorly absorbed systemically following oral administration. bioavailability under fasting conditions is approximately 5%,Nc1nc2c(ncn2COC(CO)CO)c(=O)[nH]1
Busulfan,68.0,"completely absorbed from the gastrointestinal tract. busulfan is a small, highly lipophilic molecule that crosses the bl",CS(=O)(=O)OCCCCOS(C)(=O)=O
Sulfamethoxazole,90.0,sulfamethoxazole is rapidly absorbed following oral administration and has a bioavailability of 85-90%.[a179830] the t<s,Cc1cc(NS(=O)(=O)c2ccc(N)cc2)no1
Isosorbide mononitrate,100.0,"upon oral administration, isosorbide mononitrate is rapidly and completely absorbed from the gastrointestinal tract. iso",O=[N+]([O-])O[C@@H]1CO[C@H]2[C@@H]1OC[C@@H]2O
Melphalan,56.0,the absorption of oral melphalan is highly variable concerning both the time to the first appearance of the drug in plas,N[C@@H](Cc1ccc(N(CCCl)CCCl)cc1)C(=O)O
Gatifloxacin,96.0,well absorbed from the gastrointestinal tract after oral administration with absolute bioavailability of gatifloxacin is,COc1c(N2CCNC(C)C2)c(F)cc2c(=O)c(C(=O)O)cn(C3CC3)c12
Cefditoren,14.0,"following oral administration, cefditoren pivoxil is absorbed from the gastrointestinal tract and hydrolyzed to cefditor",CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(/C=C\c3scnc3C)CS[C@H]12)c1csc(N)n1
Clonazepam,90.0,"clonazepam is rapidly and almost entirely absorbed after oral administration as tablets [fda label] [f3763, f3796]. peak",O=C1CN=C(c2ccccc2Cl)c2cc([N+](=O)[O-])ccc2N1
Fludarabine,55.0,bioavailability is 55% following oral administration.,Nc1nc(F)nc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@@H]1O
Atorvastatin,14.0,atorvastatin presents a dose-dependent and non-linear pharmacokinetic profile.[a177436] it is very rapidly absorbed afte,CC(C)c1c(C(=O)Nc2ccccc2)c(-c2ccccc2)c(-c2ccc(F)cc2)n1CC[C@@H](O)C[C@@H](O)CC(=O)O
Etidronic acid,10.0,etidronic acid has an oral bioavailability of 1-10%.[a203357] further data regarding pharmacokinetics of etidronic acid ,CC(O)(P(=O)(O)O)P(=O)(O)O
Tegaserod,10.0,the absolute bioavailability of tegaserod is approximately 10% when administered to fasting subjects. the median time of,CCCCCNC(=N)N/N=C/c1c[nH]c2ccc(OC)cc12
Fluvastatin,24.0,"rapidly and almost completely absorbed (> 90%), but undergoes extensive first pass metabolism. bioavailability is 24% (r",CC(C)n1c(/C=C/C(O)CC(O)CC(=O)O)c(-c2ccc(F)cc2)c2ccccc21
Rosuvastatin,20.0,"in a study of healthy white male volunteers, the absolute oral bioavailability of rosuvastatin was found to be approxima",CC(C)c1nc(N(C)S(C)(=O)=O)nc(-c2ccc(F)cc2)c1/C=C/[C@@H](O)C[C@@H](O)CC(=O)O
Flucytosine,78.0,rapidly and virtually completely absorbed following oral administration. bioavailability 78% to 89%.,Nc1[nH]c(=O)ncc1F
Sibutramine,77.0,"rapid absorption following oral administration. absolute bioavailability is not known, but at least 77% of a single oral",CC(C)CC(N(C)C)C1(c2ccc(Cl)cc2)CCC1
Cefuroxime,37.0,absorbed from the gastrointestinal tract. absorption is greater when taken after food (absolute bioavailability increase,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(COC(N)=O)CS[C@H]12)c1ccco1
Atovaquone,47.0,the bioavailability of atovaquone is low and variable and is highly dependent on formulation and diet. bioavailability o,O=C1C(O)=C([C@H]2CC[C@H](c3ccc(Cl)cc3)CC2)C(=O)c2ccccc21
Diazoxide,91.0,"diazoxide is readily absorbed following oral administration; however, its absorption depends on the dissolution rate of ",CC1=NS(=O)(=O)c2cc(Cl)ccc2N1
Dutasteride,60.0,"following oral administration of a single dose of 0.5 mg dutasteride, the peak serum concentrations were reached within ",C[C@]12C=CC(=O)N[C@@H]1CC[C@@H]1[C@@H]2CC[C@]2(C)[C@@H](C(=O)Nc3cc(C(F)(F)F)ccc3C(F)(F)F)CC[C@@H]12
Rabeprazole,52.0,absolute bioavailability is approximately 52%.,COCCCOc1ccnc(CS(=O)c2nc3ccccc3[nH]2)c1C
Tiludronic acid,6.0,"a single 400mg dose of tiludronic acid reaches a c<sub>max</sub> of 3.35±1.07mg/l, with a t<sub>max</sub> of 1.7—0.9h, a",O=P(O)(O)C(Sc1ccc(Cl)cc1)P(=O)(O)O
Carvedilol,35.0,"carvedilol has a bioavailability of 25-35%.[a182306,l7889,l7892] carvedilol has a t<sub>max</sub> of 1 to 2 hours.[a1823",COc1ccccc1OCCNCC(O)COc1cccc2[nH]c3ccccc3c12
Levofloxacin,99.0,"absorption of levofloxacin following oral administration is rapid and essentially complete, with an oral bioavailability",C[C@H]1COc2c(N3CCN(C)CC3)c(F)cc3c(=O)c(C(=O)O)cn1c23
Doxepin,30.0,doxepin is moderately absorbed following oral ingestion with a bioavailability of 30%.[t388] the median peak concentrati,CN(C)CCC=C1c2ccccc2COc2ccccc21
Nefazodone,20.0,nefazodone is rapidly and completely absorbed. its absolute bioavailability is low (about 20%).,CCc1nn(CCCN2CCN(c3cccc(Cl)c3)CC2)c(=O)n1CCOc1ccccc1
Cefprozil,95.0,oral bioavailability is approximately 95%.,CC=CC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)[C@H](N)c3ccc(O)cc3)[C@H]2SC1
Gemifloxacin,71.0,rapidly absorbed from the gastrointestinal tract. the absolute bioavailability averages approximately 71%.,CO/N=C1\CN(c2nc3c(cc2F)c(=O)c(C(=O)O)cn3C2CC2)CC1CN
Ofloxacin,98.0,bioavailability of ofloxacin in the tablet formulation is approximately 98%,CC1COc2c(N3CCN(C)CC3)c(F)cc3c(=O)c(C(=O)O)cn1c23
Itraconazole,55.0,"itraconazole is rapidly absorbed after oral administration. as oral capsules, peak plasma concentrations of itraconazole",CCC(C)n1ncn(-c2ccc(N3CCN(c4ccc(OC[C@H]5CO[C@](Cn6cncn6)(c6ccc(Cl)cc6Cl)O5)cc4)CC3)cc2)c1=O
Moclobemide,56.0,well absorbed from the gastrointestinal tract (> 95%). the presence of food reduces the rate but not the extent of absor,O=C(NCCN1CCOCC1)c1ccc(Cl)cc1
Escitalopram,80.0,"absorption of escitalopram following oral administration is expected to be almost complete, with an estimated absolute b",CN(C)CCC[C@@]1(c2ccc(F)cc2)OCc2cc(C#N)ccc21
Propafenone,3.4,"nearly completely absorbed following oral administration (90%). systemic bioavailability ranges from 5 to 50%, due to si",CCCNCC(O)COc1ccccc1C(=O)CCc1ccccc1
Clindamycin,90.0,"oral bioavailability is nearly complete, at approximately 90%, and peak serum concentrations (c<sub>max</sub>) of, on av",CCC[C@@H]1C[C@@H](C(=O)N[C@@H]([C@H]2O[C@H](SC)[C@H](O)[C@@H](O)[C@H]2O)[C@H](C)Cl)N(C)C1
Acebutolol,40.0,well absorbed from the gl tract with an absolute bioavailability of approximately 40% for the parent compound.,CCCC(=O)Nc1ccc(OCC(O)CNC(C)C)c(C(C)=O)c1
Levetiracetam,100.0,"levetiracetam is rapidly and nearly completely absorbed following oral administration, with a reported absolute oral bio",CC[C@@H](C(N)=O)N1CCCC1=O
Sparfloxacin,92.0,well absorbed following oral administration with an absolute oral bioavailability of 92%. unaffected by administration w,C[C@@H]1CN(c2c(F)c(N)c3c(=O)c(C(=O)O)cn(C4CC4)c3c2F)C[C@H](C)N1
Finasteride,65.0,finasteride is well absorbed following oral administration [t28] and displays a slow accumulation phase after multiple d,CC(C)(C)NC(=O)[C@H]1CC[C@H]2[C@@H]3CC[C@H]4NC(=O)C=C[C@]4(C)[C@H]3CC[C@]12C
Dantrolene,70.0,bioavailability is 70%.,O=C1CN(/N=C/c2ccc(-c3ccc([N+](=O)[O-])cc3)o2)C(=O)N1
Ketamine,93.0,"ketamine absorption is very rapid and the bioavailability is around 93%. after the first pass metabolism, only 17% of th",CNC1(c2ccccc2Cl)CCCCC1=O
Saquinavir,4.0,"the absolute bioavailability of orally administered saquinavir is only ~4%,[l3450] thought to be a consequence of incomp",CC(C)(C)NC(=O)[C@@H]1C[C@@H]2CCCC[C@@H]2CN1C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(N)=O)NC(=O)c1ccc2ccccc2n1
Metoclopramide,40.7,metoclopramide is rapidly absorbed in the gastrointestinal tract with an absorption rate of about 84%.[a184886] the bioa,CCN(CC)CCNC(=O)c1cc(Cl)c(N)cc1OC
Levodopa,70.0,orally inhaled levodopa reaches a peak concentration in 0.5 hours with a bioavailability than is 70% that of the immedia,N[C@@H](Cc1ccc(O)c(O)c1)C(=O)O
Aripiprazole,87.0,"tablet: aripiprazole is well absorbed after administration of the tablet, with peak plasma concentrations occurring with",O=C1CCc2ccc(OCCCCN3CCN(c4cccc(Cl)c4Cl)CC3)cc2N1
Clomipramine,50.0,well absorbed from the gi tract following oral administration. bioavailability is approximately 50% orally due to extens,CN(C)CCCN1c2ccccc2CCc2ccc(Cl)cc21
Olsalazine,5.0,"after oral administration, olsalazine has limited systemic bioavailability, with less than 5% of the oral dose being abs",O=C(O)c1cc(/N=N/c2ccc(O)c(C(=O)O)c2)ccc1O
Carbetocin,80.0,bioavailability is 80% following intramuscular injection.,CC[C@H](C)[C@@H]1NC(=O)[C@H](Cc2ccc(OC)cc2)NC(=O)CCCSC[C@@H](C(=O)N2CCC[C@H]2C(=O)N[C@@H](CC(C)C)C(=O)NCC(N)=O)NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](CCC(N)=O)NC1=O
Glucosamine,44.0,"in a pharmacokinetic study, glucosamine was 88.7% absorption by the gastrointestinal tract.  absolute oral bioavailabili",N[C@H]1C(O)O[C@H](CO)[C@@H](O)[C@@H]1O
Spirapril,50.0,bioavailability is 50% following oral administration.,CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1CC2(C[C@H]1C(=O)O)SCCS2
Ephedrine,88.0,"oral ephedrine reaches an average c<sub>max</sub> of 79.5ng/ml, with a t<sub>max</sub> of 1.81h, and a bioavailability o",CN[C@@H](C)[C@H](O)c1ccccc1
Rasagiline,36.0,rasagiline is rapidly absorbed following oral administration.  the absolute bioavailability of rasagiline is about 36%.,C#CCN[C@@H]1CCc2ccccc21
Mibefradil,70.0,"bioavailability after a single dose is 70%. after multiple dosing, the proportion of mibefradil undergoing first-pass me",COCC(=O)O[C@]1(CCN(C)CCCc2nc3ccccc3[nH]2)CCc2cc(F)ccc2[C@@H]1C(C)C
Colchicine,45.0,colchicine is rapidly absorbed after oral administration from the gastrointestinal tract.[l8138] the bioavailability of ,COc1cc2c(c(OC)c1OC)-c1ccc(OC)c(=O)cc1[C@@H](NC(C)=O)CC2
Drospirenone,76.0,"the absolute bioavailability of drospirenone is approximately 76% due to first-pass effects.[a182591,l7973] the maximum ",C[C@]12CCC(=O)C=C1[C@@H]1C[C@@H]1[C@H]1[C@@H]3[C@@H]4C[C@@H]4[C@@]4(CCC(=O)O4)[C@@]3(C)CC[C@@H]12
Methotrimeprazine,60.0,"methotrimeprazine has an incomplete oral bioavailability, because it undergoes considerable first-pass-metabolism in the",COc1ccc2c(c1)N(C[C@H](C)CN(C)C)c1ccccc1S2
Temafloxacin,90.0,"studies in healthy volunteers indicate that the average bioavailability of temafloxacin exceeds 90%, with little intersu",CC1CN(c2cc3c(cc2F)c(=O)c(C(=O)O)cn3-c2ccc(F)cc2F)CCN1
Bambuterol,20.0,bioavailability is 20% following oral administration.,CN(C)C(=O)Oc1cc(OC(=O)N(C)C)cc(C(O)CNC(C)(C)C)c1
Tiotropium,3.0,"33% of an inhaled solution reaches systemic circulation, while oral solutions have a bioavailability of 2-3%.[a180163,l7",C[N+]1(C)[C@@H]2C[C@@H](OC(=O)C(O)(c3cccs3)c3cccs3)C[C@H]1[C@@H]1O[C@@H]12
